seq	pos	mod	bio	strand	depth	gene	sample_group	seq_tech	lap_type
3	23052785	m1A|m1I|ms2i6A	mRNA	+	2909.5	AT3G62290	Col0_ABA	GMUCT	primarymRNA
3	23052786	m3C	mRNA	+	2869.5	AT3G62290	Col0_ABA	GMUCT	primarymRNA
3	23091106	Y	mRNA	+	228.5	AT3G62410	Col0_ABA	GMUCT	primarymRNA
4	14277	i6A|t6A	mRNA	+	144.5	AT4G00030	Col0_ABA	GMUCT	primarymRNA
4	695304	Y	mRNA	+	854.5	AT4G01610	Col0_ABA	GMUCT	primarymRNA
4	696705	D	mRNA	+	2245.5	AT4G01610	Col0_ABA	GMUCT	primarymRNA
4	808616	m1G	mRNA	-	228	AT4G01870	Col0_ABA	GMUCT	primarymRNA
4	1074385	D	mRNA	-	256	AT4G02450	Col0_ABA	GMUCT	primarymRNA
4	6888845	D	mRNA	+	1441.5	AT4G11320	Col0_ABA	GMUCT	primarymRNA
4	7806044	m1G	mRNA	-	131.5	AT4G13430	Col0_ABA	GMUCT	primarymRNA
4	8917551	Y	mRNA	+	239.5	AT4G15630	Col0_ABA	GMUCT	primarymRNA
4	9192404	Y	mRNA	-	198.5	AT4G16240	Col0_ABA	GMUCT	primarymRNA
4	9301429	Y	mRNA	-	192.5	AT4G16500	Col0_ABA	GMUCT	primarymRNA
4	9714329	D	mRNA	-	2257	AT4G17390	Col0_ABA	GMUCT	primarymRNA
4	9714330	D	mRNA	-	2264.5	AT4G17390	Col0_ABA	GMUCT	primarymRNA
4	12337232	m1G	mRNA	-	1531	AT4G23680	Col0_ABA	GMUCT	primarymRNA
4	12337233	D	mRNA	-	1655	AT4G23680	Col0_ABA	GMUCT	primarymRNA
4	13727761	m1G	mRNA	-	154.5	AT4G27450	Col0_ABA	GMUCT	primarymRNA
4	14305361	m1G	mRNA	+	1054.5	AT4G29020	Col0_ABA	GMUCT	primarymRNA
4	14305455	Y	mRNA	+	156.5	AT4G29020	Col0_ABA	GMUCT	primarymRNA
4	16169690	i6A|t6A	mRNA	-	235.5	AT4G33670	Col0_ABA	GMUCT	primarymRNA
4	16234100	i6A|t6A	mRNA	-	830	AT4G33865	Col0_ABA	GMUCT	primarymRNA
4	16348398	m1G	mRNA	-	764.5	AT4G34138	Col0_ABA	GMUCT	primarymRNA
4	16348399	i6A|t6A	mRNA	-	1107	AT4G34138	Col0_ABA	GMUCT	primarymRNA
4	16558216	Y	mRNA	+	352.5	AT4G34700	Col0_ABA	GMUCT	primarymRNA
4	16614749	m1A|m1I|ms2i6A	mRNA	+	1354.5	AT4G34870	Col0_ABA	GMUCT	primarymRNA
4	16614750	m1G	mRNA	+	1286.5	AT4G34870	Col0_ABA	GMUCT	primarymRNA
4	16614751	m1G	mRNA	+	1198	AT4G34870	Col0_ABA	GMUCT	primarymRNA
4	16614752	i6A|t6A	mRNA	+	1074.5	AT4G34870	Col0_ABA	GMUCT	primarymRNA
4	17831849	Y	mRNA	-	1793.5	AT4G37930	Col0_ABA	GMUCT	primarymRNA
4	18557504	D	mRNA	-	4853	AT4G40040	Col0_ABA	GMUCT	primarymRNA
5	427131	D	mRNA	+	514.5	AT5G02160	Col0_ABA	GMUCT	primarymRNA
5	507152	D	mRNA	-	440.5	AT5G02380	Col0_ABA	GMUCT	primarymRNA
5	1032502	m1G	mRNA	-	4783	AT5G03860	Col0_ABA	GMUCT	primarymRNA
5	1032503	m3C	mRNA	-	4944.5	AT5G03860	Col0_ABA	GMUCT	primarymRNA
5	2094754	D	mRNA	-	89	AT5G06780	Col0_ABA	GMUCT	primarymRNA
5	3916360	D	mRNA	-	822	AT5G12110	Col0_ABA	GMUCT	primarymRNA
5	6695417	D	mRNA	-	208	AT5G19820	Col0_ABA	GMUCT	primarymRNA
5	8279068	Y	mRNA	+	106.5	AT5G24314	Col0_ABA	GMUCT	primarymRNA
5	16781171	Y	mRNA	+	146	AT5G41920	Col0_ABA	GMUCT	primarymRNA
5	17170621	m1G	mRNA	-	388	AT5G42820	Col0_ABA	GMUCT	primarymRNA
5	17170624	m3C	mRNA	-	505.5	AT5G42820	Col0_ABA	GMUCT	primarymRNA
5	17789628	D	mRNA	+	122.5	AT5G44180	Col0_ABA	GMUCT	primarymRNA
5	21239110	D	mRNA	+	626	AT5G52300	Col0_ABA	GMUCT	primarymRNA
5	26149946	Y	mRNA	-	92	AT5G65430	Col0_ABA	GMUCT	primarymRNA
5	26412287	D	mRNA	-	219.5	AT5G66050	Col0_ABA	GMUCT	primarymRNA
5	26813789	D	mRNA	-	98	AT5G67200	Col0_ABA	GMUCT	primarymRNA
Pt	25829	m1G	mRNA	-	117.5	ATCG00190	Col0_ABA	GMUCT	primarymRNA
1	225838	Y	three_prime_UTR	-	197.5	AT1G01620	Col0_ABA	GMUCT	threeUTR
1	3159259	m1G	three_prime_UTR	-	262	AT1G09760	Col0_ABA	GMUCT	threeUTR
1	3159260	Y	three_prime_UTR	-	285	AT1G09760	Col0_ABA	GMUCT	threeUTR
1	3159261	D	three_prime_UTR	-	299.5	AT1G09760	Col0_ABA	GMUCT	threeUTR
1	3755761	m1A|m1I|ms2i6A	three_prime_UTR	-	171.5	AT1G11210	Col0_ABA	GMUCT	threeUTR
1	4090037	Y	three_prime_UTR	-	2233	AT1G12090	Col0_ABA	GMUCT	threeUTR
1	6568537	Y	three_prime_UTR	+	192.5	AT1G19020	Col0_ABA	GMUCT	threeUTR
1	7875732	D	three_prime_UTR	+	671.5	AT1G22280	Col0_ABA	GMUCT	threeUTR
1	8861289	Y	three_prime_UTR	+	252.5	AT1G25275	Col0_ABA	GMUCT	threeUTR
1	9089714	D	three_prime_UTR	-	144.5	AT1G26270	Col0_ABA	GMUCT	threeUTR
1	9089718	Y	three_prime_UTR	-	343	AT1G26270	Col0_ABA	GMUCT	threeUTR
1	9934008	m1G	three_prime_UTR	-	1020.5	AT1G28330	Col0_ABA	GMUCT	threeUTR
1	19475089	Y	three_prime_UTR	-	243	AT1G52300	Col0_ABA	GMUCT	threeUTR
1	28460674	Y	three_prime_UTR	+	366	AT1G75800	Col0_ABA	GMUCT	threeUTR
1	28460675	m1G	three_prime_UTR	+	309.5	AT1G75800	Col0_ABA	GMUCT	threeUTR
1	28460677	Y	three_prime_UTR	+	291.5	AT1G75800	Col0_ABA	GMUCT	threeUTR
2	1104445	D	three_prime_UTR	-	90	AT2G03640	Col0_ABA	GMUCT	threeUTR
2	8911990	Y	three_prime_UTR	-	378	AT2G20670	Col0_ABA	GMUCT	threeUTR
2	14532889	m1G	three_prime_UTR	-	2924	AT2G34480	Col0_ABA	GMUCT	threeUTR
2	14532890	m1G	three_prime_UTR	-	3045.5	AT2G34480	Col0_ABA	GMUCT	threeUTR
2	14532891	Y	three_prime_UTR	-	3039	AT2G34480	Col0_ABA	GMUCT	threeUTR
2	14532892	Y	three_prime_UTR	-	3040.5	AT2G34480	Col0_ABA	GMUCT	threeUTR
2	16645251	D	three_prime_UTR	+	135	AT2G39870	Col0_ABA	GMUCT	threeUTR
2	18425891	m1G	three_prime_UTR	+	1749	AT2G44670	Col0_ABA	GMUCT	threeUTR
2	18799861	Y	three_prime_UTR	-	140.5	AT2G45640	Col0_ABA	GMUCT	threeUTR
3	512863	m1A|m1I|ms2i6A	three_prime_UTR	+	697.5	AT3G02480	Col0_ABA	GMUCT	threeUTR
3	2889525	Y	three_prime_UTR	-	5006.5	AT3G09390	Col0_ABA	GMUCT	threeUTR
3	2889526	Y	three_prime_UTR	-	5019.5	AT3G09390	Col0_ABA	GMUCT	threeUTR
3	3091165	D	three_prime_UTR	-	1011	AT3G10020	Col0_ABA	GMUCT	threeUTR
3	4384926	m1A|m1I|ms2i6A	three_prime_UTR	-	461	AT3G13460	Col0_ABA	GMUCT	threeUTR
3	4384927	m3C	three_prime_UTR	-	517.5	AT3G13460	Col0_ABA	GMUCT	threeUTR
3	10319228	Y	three_prime_UTR	+	1161.5	AT3G27830	Col0_ABA	GMUCT	threeUTR
3	18504848	Y	three_prime_UTR	+	1963.5	AT3G49910	Col0_ABA	GMUCT	threeUTR
3	22975297	D	three_prime_UTR	+	755.5	AT3G62030	Col0_ABA	GMUCT	threeUTR
3	22975300	i6A|t6A	three_prime_UTR	+	693.5	AT3G62030	Col0_ABA	GMUCT	threeUTR
4	6888845	D	three_prime_UTR	+	1441.5	AT4G11320	Col0_ABA	GMUCT	threeUTR
4	9301429	Y	three_prime_UTR	-	192.5	AT4G16500	Col0_ABA	GMUCT	threeUTR
4	9714329	D	three_prime_UTR	-	2257	AT4G17390	Col0_ABA	GMUCT	threeUTR
4	9714330	D	three_prime_UTR	-	2264.5	AT4G17390	Col0_ABA	GMUCT	threeUTR
4	17831849	Y	three_prime_UTR	-	1793.5	AT4G37930	Col0_ABA	GMUCT	threeUTR
4	18557504	D	three_prime_UTR	-	4853	AT4G40040	Col0_ABA	GMUCT	threeUTR
5	427131	D	three_prime_UTR	+	514.5	AT5G02160	Col0_ABA	GMUCT	threeUTR
5	3916360	D	three_prime_UTR	-	822	AT5G12110	Col0_ABA	GMUCT	threeUTR
5	6695417	D	three_prime_UTR	-	208	AT5G19820	Col0_ABA	GMUCT	threeUTR
5	26412287	D	three_prime_UTR	-	219.5	AT5G66050	Col0_ABA	GMUCT	threeUTR
5	26813789	D	three_prime_UTR	-	98	AT5G67200	Col0_ABA	GMUCT	threeUTR
1	50505	Y	CDS	-	390.5	AT1G01100	Col0_NT	GMUCT	CDS
1	50508	Y	CDS	-	669	AT1G01100	Col0_NT	GMUCT	CDS
1	296472	m1A|m1I|ms2i6A	CDS	-	166	AT1G01820	Col0_NT	GMUCT	CDS
1	388303	m1A|m1I|ms2i6A	CDS	-	276	AT1G02090	Col0_NT	GMUCT	CDS
1	1142842	Y	CDS	-	899.5	AT1G04270	Col0_NT	GMUCT	CDS
1	1142844	m1G	CDS	-	1071.5	AT1G04270	Col0_NT	GMUCT	CDS
1	1828857	i6A|t6A	CDS	-	986.5	AT1G06040	Col0_NT	GMUCT	CDS
1	1828858	m1G	CDS	-	1079.5	AT1G06040	Col0_NT	GMUCT	CDS
1	1828859	m1A|m1I|ms2i6A	CDS	-	1229.5	AT1G06040	Col0_NT	GMUCT	CDS
1	1828860	m3C	CDS	-	1355.5	AT1G06040	Col0_NT	GMUCT	CDS
1	2710272	m1G	CDS	-	116	AT1G08560	Col0_NT	GMUCT	CDS
1	2928698	Y	CDS	+	1178	AT1G09070	Col0_NT	GMUCT	CDS
1	2928699	m1G	CDS	+	819	AT1G09070	Col0_NT	GMUCT	CDS
1	4002927	m1G	CDS	+	220.5	AT1G11860	Col0_NT	GMUCT	CDS
1	4353401	m1G	CDS	+	132.5	AT1G12770	Col0_NT	GMUCT	CDS
1	4543241	Y	CDS	+	537.5	AT1G13260	Col0_NT	GMUCT	CDS
1	4543242	D	CDS	+	500	AT1G13260	Col0_NT	GMUCT	CDS
1	5414166	Y	CDS	+	153	AT1G15740	Col0_NT	GMUCT	CDS
1	5541553	Y	CDS	+	162	AT1G16180	Col0_NT	GMUCT	CDS
1	6943621	D	CDS	+	654	AT1G20020	Col0_NT	GMUCT	CDS
1	7145233	m1G	CDS	+	564.5	AT1G20620	Col0_NT	GMUCT	CDS
1	7145758	m3C	CDS	+	7788.5	AT1G20620	Col0_NT	GMUCT	CDS
1	7145759	Y	CDS	+	7363	AT1G20620	Col0_NT	GMUCT	CDS
1	7145760	i6A|t6A	CDS	+	5756.5	AT1G20620	Col0_NT	GMUCT	CDS
1	7145761	m3C	CDS	+	5174	AT1G20620	Col0_NT	GMUCT	CDS
1	7895351	D	CDS	-	446	AT1G22360	Col0_NT	GMUCT	CDS
1	8003963	i6A|t6A	CDS	+	592	AT1G22630	Col0_NT	GMUCT	CDS
1	8003965	i6A|t6A	CDS	+	474	AT1G22630	Col0_NT	GMUCT	CDS
1	8006990	m1G	CDS	+	919	AT1G22640	Col0_NT	GMUCT	CDS
1	8006991	m1A|m1I|ms2i6A	CDS	+	910	AT1G22640	Col0_NT	GMUCT	CDS
1	8027840	m1A|m1I|ms2i6A	CDS	+	155.5	AT1G22690	Col0_NT	GMUCT	CDS
1	8052263	Y	CDS	+	125	AT1G22750	Col0_NT	GMUCT	CDS
1	8064916	Y	CDS	+	136.5	AT1G22770	Col0_NT	GMUCT	CDS
1	9404166	D	CDS	-	1003	AT1G27090	Col0_NT	GMUCT	CDS
1	9404168	Y	CDS	-	1341	AT1G27090	Col0_NT	GMUCT	CDS
1	11468820	i6A|t6A	CDS	+	350	AT1G31930	Col0_NT	GMUCT	CDS
1	11535660	Y	CDS	-	193	AT1G32070	Col0_NT	GMUCT	CDS
1	13027090	m1A|m1I|ms2i6A	CDS	+	316.5	AT1G35420	Col0_NT	GMUCT	CDS
1	13027091	m1G	CDS	+	318	AT1G35420	Col0_NT	GMUCT	CDS
1	19128708	D	CDS	-	248.5	AT1G51590	Col0_NT	GMUCT	CDS
1	19442877	Y	CDS	-	127.5	AT1G52200	Col0_NT	GMUCT	CDS
1	20154635	D	CDS	-	62.5	AT1G54000	Col0_NT	GMUCT	CDS
1	20356550	Y	CDS	+	291.5	AT1G54490	Col0_NT	GMUCT	CDS
1	23790582	Y	CDS	+	111.5	AT1G64090	Col0_NT	GMUCT	CDS
1	23955125	Y	CDS	-	325	AT1G64510	Col0_NT	GMUCT	CDS
1	23955126	Y	CDS	-	326.5	AT1G64510	Col0_NT	GMUCT	CDS
1	24648354	m1G	CDS	+	352.5	AT1G66180	Col0_NT	GMUCT	CDS
1	24686778	m1A|m1I|ms2i6A	CDS	-	1467	AT1G66240	Col0_NT	GMUCT	CDS
1	25709918	D	CDS	-	278.5	AT1G68520	Col0_NT	GMUCT	CDS
1	25734510	Y	CDS	-	1743	AT1G68560	Col0_NT	GMUCT	CDS
1	25734512	D	CDS	-	2017.5	AT1G68560	Col0_NT	GMUCT	CDS
1	26564867	m3C	CDS	-	1628	AT1G70490	Col0_NT	GMUCT	CDS
1	26564868	m1A|m1I|ms2i6A	CDS	-	1888.5	AT1G70490	Col0_NT	GMUCT	CDS
1	27835334	Y	CDS	-	102	AT1G74020	Col0_NT	GMUCT	CDS
1	27863785	m1G	CDS	+	192	AT1G74090	Col0_NT	GMUCT	CDS
1	27991814	D	CDS	+	482.5	AT1G74470	Col0_NT	GMUCT	CDS
1	28278030	m1G	CDS	-	110.5	AT1G75370	Col0_NT	GMUCT	CDS
1	29736523	Y	CDS	+	2644	AT1G79040	Col0_NT	GMUCT	CDS
1	30073017	D	CDS	+	370.5	AT1G79940	Col0_NT	GMUCT	CDS
1	30403920	D	CDS	-	297.5	AT1G80920	Col0_NT	GMUCT	CDS
2	528840	D	CDS	+	1329	AT2G02100	Col0_NT	GMUCT	CDS
2	590557	D	CDS	-	88.5	AT2G02230	Col0_NT	GMUCT	CDS
2	1967588	D	CDS	+	18981.5	AT2G05380	Col0_NT	GMUCT	CDS
2	1967589	m1G	CDS	+	17282	AT2G05380	Col0_NT	GMUCT	CDS
2	1967590	m1G	CDS	+	16924	AT2G05380	Col0_NT	GMUCT	CDS
2	1967591	D	CDS	+	15832.5	AT2G05380	Col0_NT	GMUCT	CDS
2	5539678	D	CDS	-	1501.5	AT2G13360	Col0_NT	GMUCT	CDS
2	7764537	m1G	CDS	-	524.5	AT2G17870	Col0_NT	GMUCT	CDS
2	7764538	m1G	CDS	-	546.5	AT2G17870	Col0_NT	GMUCT	CDS
2	7764539	m3C	CDS	-	580	AT2G17870	Col0_NT	GMUCT	CDS
2	7837892	Y	CDS	+	1062.5	AT2G18020	Col0_NT	GMUCT	CDS
2	7837893	m1G	CDS	+	923	AT2G18020	Col0_NT	GMUCT	CDS
2	7837894	m1G	CDS	+	911	AT2G18020	Col0_NT	GMUCT	CDS
2	7898404	D	CDS	-	839.5	AT2G18160	Col0_NT	GMUCT	CDS
2	9427350	D	CDS	-	60	AT2G22170	Col0_NT	GMUCT	CDS
2	9527580	D	CDS	-	195.5	AT2G22430	Col0_NT	GMUCT	CDS
2	9637474	Y	CDS	+	107	AT2G22670	Col0_NT	GMUCT	CDS
2	10559868	m1G	CDS	+	701.5	AT2G24762	Col0_NT	GMUCT	CDS
2	11528709	D	CDS	-	258.5	AT2G27020	Col0_NT	GMUCT	CDS
2	11820090	m1G	CDS	-	926	AT2G27730	Col0_NT	GMUCT	CDS
2	12683630	m1G	CDS	-	562.5	AT2G29670	Col0_NT	GMUCT	CDS
2	13499546	Y	CDS	+	677	AT2G31750	Col0_NT	GMUCT	CDS
2	13499547	m1G	CDS	+	651.5	AT2G31750	Col0_NT	GMUCT	CDS
2	13499548	m3C	CDS	+	650	AT2G31750	Col0_NT	GMUCT	CDS
2	13789154	i6A|t6A	CDS	-	483.5	AT2G32480	Col0_NT	GMUCT	CDS
2	13864005	Y	CDS	-	1305.5	AT2G32690	Col0_NT	GMUCT	CDS
2	13864006	m1G	CDS	-	1387	AT2G32690	Col0_NT	GMUCT	CDS
2	13864007	m1G	CDS	-	1743.5	AT2G32690	Col0_NT	GMUCT	CDS
2	13864008	m3C	CDS	-	1821	AT2G32690	Col0_NT	GMUCT	CDS
2	13864034	m1G	CDS	-	2945.5	AT2G32690	Col0_NT	GMUCT	CDS
2	13864035	i6A|t6A	CDS	-	3024	AT2G32690	Col0_NT	GMUCT	CDS
2	13864071	i6A|t6A	CDS	-	4635	AT2G32690	Col0_NT	GMUCT	CDS
2	13864072	m1G	CDS	-	4972.5	AT2G32690	Col0_NT	GMUCT	CDS
2	13864073	m1G	CDS	-	5728	AT2G32690	Col0_NT	GMUCT	CDS
2	13864074	m3C	CDS	-	6212	AT2G32690	Col0_NT	GMUCT	CDS
2	15166073	D	CDS	+	1283.5	AT2G36120	Col0_NT	GMUCT	CDS
2	15170505	m3C	CDS	+	1250.5	AT2G36160	Col0_NT	GMUCT	CDS
2	15170506	m1A|m1I|ms2i6A	CDS	+	1237.5	AT2G36160	Col0_NT	GMUCT	CDS
2	15170507	m3C	CDS	+	1147.5	AT2G36160	Col0_NT	GMUCT	CDS
2	15170508	m3C	CDS	+	1070	AT2G36160	Col0_NT	GMUCT	CDS
2	15635367	m1A|m1I|ms2i6A	CDS	-	642.5	AT2G37220	Col0_NT	GMUCT	CDS
2	16571321	Y	CDS	-	715.5	AT2G39730	Col0_NT	GMUCT	CDS
2	16659209	Y	CDS	+	132	AT2G39900	Col0_NT	GMUCT	CDS
2	17376544	m1A|m1I|ms2i6A	CDS	-	500.5	AT2G41680	Col0_NT	GMUCT	CDS
2	17376547	m1A|m1I|ms2i6A	CDS	-	599	AT2G41680	Col0_NT	GMUCT	CDS
2	17946179	m1G	CDS	+	54.5	AT2G43150	Col0_NT	GMUCT	CDS
2	17946227	m1G	CDS	+	597	AT2G43150	Col0_NT	GMUCT	CDS
2	17946230	m1G	CDS	+	604.5	AT2G43150	Col0_NT	GMUCT	CDS
2	17946266	m1A|m1I|ms2i6A	CDS	+	234.5	AT2G43150	Col0_NT	GMUCT	CDS
2	17946314	m1A|m1I|ms2i6A	CDS	+	384	AT2G43150	Col0_NT	GMUCT	CDS
2	17946344	m1A|m1I|ms2i6A	CDS	+	807	AT2G43150	Col0_NT	GMUCT	CDS
2	19458604	D	CDS	+	259.5	AT2G47420	Col0_NT	GMUCT	CDS
2	19458606	m1G	CDS	+	240	AT2G47420	Col0_NT	GMUCT	CDS
2	19473724	D	CDS	+	221	AT2G47450	Col0_NT	GMUCT	CDS
2	19611819	Y	CDS	-	91.5	AT2G47900	Col0_NT	GMUCT	CDS
3	511135	D	CDS	+	6459.5	AT3G02470	Col0_NT	GMUCT	CDS
3	511137	m1G	CDS	+	6012	AT3G02470	Col0_NT	GMUCT	CDS
3	569806	m1A|m1I|ms2i6A	CDS	+	127.5	AT3G02650	Col0_NT	GMUCT	CDS
3	2117746	m1G	CDS	-	2130	AT3G06700	Col0_NT	GMUCT	CDS
3	2117747	m1A|m1I|ms2i6A	CDS	-	2484.5	AT3G06700	Col0_NT	GMUCT	CDS
3	3026832	Y	CDS	+	421	AT3G09860	Col0_NT	GMUCT	CDS
3	4393439	D	CDS	-	72.5	AT3G13480	Col0_NT	GMUCT	CDS
3	5117294	D	CDS	+	588.5	AT3G15190	Col0_NT	GMUCT	CDS
3	5180918	Y	CDS	-	3281	AT3G15353	Col0_NT	GMUCT	CDS
3	5180920	m1G	CDS	-	5192.5	AT3G15353	Col0_NT	GMUCT	CDS
3	5180921	D	CDS	-	5918	AT3G15353	Col0_NT	GMUCT	CDS
3	5580201	m3C	CDS	+	2326.5	AT3G16420	Col0_NT	GMUCT	CDS
3	5580203	i6A|t6A	CDS	+	2284	AT3G16420	Col0_NT	GMUCT	CDS
3	6314045	m1G	CDS	+	1004	AT3G18390	Col0_NT	GMUCT	CDS
3	6314046	m1G	CDS	+	962	AT3G18390	Col0_NT	GMUCT	CDS
3	6314047	i6A|t6A	CDS	+	904	AT3G18390	Col0_NT	GMUCT	CDS
3	7140754	m1G	CDS	-	495	AT3G20470	Col0_NT	GMUCT	CDS
3	7140756	Y	CDS	-	506.5	AT3G20470	Col0_NT	GMUCT	CDS
3	8411252	Y	CDS	+	1791	AT3G23450	Col0_NT	GMUCT	CDS
3	8411369	m1A|m1I|ms2i6A	CDS	+	3301.5	AT3G23450	Col0_NT	GMUCT	CDS
3	8411370	m1G	CDS	+	3246.5	AT3G23450	Col0_NT	GMUCT	CDS
3	8411371	m1G	CDS	+	3157	AT3G23450	Col0_NT	GMUCT	CDS
3	8411669	m3C	CDS	+	1742	AT3G23450	Col0_NT	GMUCT	CDS
3	8411672	D	CDS	+	1643	AT3G23450	Col0_NT	GMUCT	CDS
3	8411771	Y	CDS	+	684.5	AT3G23450	Col0_NT	GMUCT	CDS
3	8534335	D	CDS	+	93.5	AT3G23710	Col0_NT	GMUCT	CDS
3	8604969	Y	CDS	+	640.5	AT3G23820	Col0_NT	GMUCT	CDS
3	8732235	m1G	CDS	-	207	AT3G24170	Col0_NT	GMUCT	CDS
3	8732236	Y	CDS	-	234.5	AT3G24170	Col0_NT	GMUCT	CDS
3	9306346	Y	CDS	+	237.5	AT3G25597	Col0_NT	GMUCT	CDS
3	9796072	Y	CDS	+	1273.5	AT3G26650	Col0_NT	GMUCT	CDS
3	15406374	Y	CDS	+	335	AT3G43520	Col0_NT	GMUCT	CDS
3	16528651	Y	CDS	+	510	AT3G45140	Col0_NT	GMUCT	CDS
3	16907821	Y	CDS	-	364.5	AT3G46000	Col0_NT	GMUCT	CDS
3	17493909	Y	CDS	-	2288.5	AT3G47470	Col0_NT	GMUCT	CDS
3	17493912	m3C	CDS	-	2871	AT3G47470	Col0_NT	GMUCT	CDS
3	18855516	Y	CDS	-	682	AT3G50740	Col0_NT	GMUCT	CDS
3	18855519	D	CDS	-	784.5	AT3G50740	Col0_NT	GMUCT	CDS
3	19117986	m1A|m1I|ms2i6A	CDS	-	408	AT3G51550	Col0_NT	GMUCT	CDS
3	19331332	D	CDS	+	531.5	AT3G52120	Col0_NT	GMUCT	CDS
3	20018196	Y	CDS	+	1377	AT3G54050	Col0_NT	GMUCT	CDS
3	20018198	Y	CDS	+	1113	AT3G54050	Col0_NT	GMUCT	CDS
3	21948955	m1A|m1I|ms2i6A	CDS	-	626	AT3G59400	Col0_NT	GMUCT	CDS
3	23052786	m3C	CDS	+	2624.5	AT3G62290	Col0_NT	GMUCT	CDS
3	23091106	Y	CDS	+	504.5	AT3G62410	Col0_NT	GMUCT	CDS
3	23326702	m1A|m1I|ms2i6A	CDS	+	359	AT3G63130	Col0_NT	GMUCT	CDS
4	808616	m1G	CDS	-	1233.5	AT4G01870	Col0_NT	GMUCT	CDS
4	808617	Y	CDS	-	1384.5	AT4G01870	Col0_NT	GMUCT	CDS
4	6301921	i6A|t6A	CDS	-	446.5	AT4G10080	Col0_NT	GMUCT	CDS
4	6301922	m1G	CDS	-	456.5	AT4G10080	Col0_NT	GMUCT	CDS
4	6409461	Y	CDS	+	1425.5	AT4G10340	Col0_NT	GMUCT	CDS
4	7924707	D	CDS	+	861	AT4G13615	Col0_NT	GMUCT	CDS
4	8345099	D	CDS	+	290	AT4G14540	Col0_NT	GMUCT	CDS
4	8917551	Y	CDS	+	309	AT4G15630	Col0_NT	GMUCT	CDS
4	8917555	D	CDS	+	252	AT4G15630	Col0_NT	GMUCT	CDS
4	10676219	i6A|t6A	CDS	+	115.5	AT4G19600	Col0_NT	GMUCT	CDS
4	10941597	D	CDS	+	464.5	AT4G20260	Col0_NT	GMUCT	CDS
4	11334454	m1A|m1I|ms2i6A	CDS	+	330.5	AT4G21280	Col0_NT	GMUCT	CDS
4	11334455	D	CDS	+	306.5	AT4G21280	Col0_NT	GMUCT	CDS
4	12007282	i6A|t6A	CDS	+	311	AT4G22890	Col0_NT	GMUCT	CDS
4	12337233	D	CDS	-	1230.5	AT4G23680	Col0_NT	GMUCT	CDS
4	12505394	Y	CDS	+	242	AT4G24060	Col0_NT	GMUCT	CDS
4	12766236	m1A|m1I|ms2i6A	CDS	-	261	AT4G24770	Col0_NT	GMUCT	CDS
4	13076993	Y	CDS	-	1003.5	AT4G25640	Col0_NT	GMUCT	CDS
4	14288812	m1G	CDS	+	82.5	AT4G28980	Col0_NT	GMUCT	CDS
4	14305361	m1G	CDS	+	2227.5	AT4G29020	Col0_NT	GMUCT	CDS
4	14305465	Y	CDS	+	327.5	AT4G29020	Col0_NT	GMUCT	CDS
4	14307585	m1G	CDS	+	851.5	AT4G29030	Col0_NT	GMUCT	CDS
4	14764442	D	CDS	+	640.5	AT4G30170	Col0_NT	GMUCT	CDS
4	16169690	i6A|t6A	CDS	-	486	AT4G33670	Col0_NT	GMUCT	CDS
4	16234100	i6A|t6A	CDS	-	1168	AT4G33865	Col0_NT	GMUCT	CDS
4	16234101	m1A|m1I|ms2i6A	CDS	-	1243.5	AT4G33865	Col0_NT	GMUCT	CDS
4	16348397	m1A|m1I|ms2i6A	CDS	-	1647	AT4G34138	Col0_NT	GMUCT	CDS
4	16348398	m1G	CDS	-	1890.5	AT4G34138	Col0_NT	GMUCT	CDS
4	16348399	m1A|m1I|ms2i6A	CDS	-	2240.5	AT4G34138	Col0_NT	GMUCT	CDS
4	16348400	m1G	CDS	-	2444.5	AT4G34138	Col0_NT	GMUCT	CDS
4	16558216	Y	CDS	+	517	AT4G34700	Col0_NT	GMUCT	CDS
4	16614749	m1A|m1I|ms2i6A	CDS	+	2408	AT4G34870	Col0_NT	GMUCT	CDS
4	16614750	m1G	CDS	+	2273	AT4G34870	Col0_NT	GMUCT	CDS
4	16614751	m1G	CDS	+	2137	AT4G34870	Col0_NT	GMUCT	CDS
4	16614752	i6A|t6A	CDS	+	1912.5	AT4G34870	Col0_NT	GMUCT	CDS
4	16904714	D	CDS	+	113	AT4G35630	Col0_NT	GMUCT	CDS
4	17309885	D	CDS	-	597	AT4G36730	Col0_NT	GMUCT	CDS
4	18072530	D	CDS	-	343	AT4G38680	Col0_NT	GMUCT	CDS
4	18115791	m1G	CDS	-	200	AT4G38810	Col0_NT	GMUCT	CDS
4	18469674	Y	CDS	-	272.5	AT4G39800	Col0_NT	GMUCT	CDS
4	18469676	m1G	CDS	-	341	AT4G39800	Col0_NT	GMUCT	CDS
4	18541313	m1A|m1I|ms2i6A	CDS	+	253	AT4G39980	Col0_NT	GMUCT	CDS
5	33890	m1G	CDS	+	226	AT5G01090	Col0_NT	GMUCT	CDS
5	507152	Y	CDS	-	856	AT5G02380	Col0_NT	GMUCT	CDS
5	1137398	D	CDS	+	358	AT5G04140	Col0_NT	GMUCT	CDS
5	1325317	m1A|m1I|ms2i6A	CDS	+	826.5	AT5G04600	Col0_NT	GMUCT	CDS
5	3916357	m1G	CDS	-	581.5	AT5G12120	Col0_NT	GMUCT	CDS
